section	source_file	source_sha256	level	annotation	positive_markers	exclusion_markers	primary_interpretation	auxiliary_source	decision_rule	cluster	variable	N	fraction
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC3_11773	NA	NA	NA	NA	NA	NA	12	donor_id	40	0.0119904076738609
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC3_11773	NA	NA	NA	NA	NA	NA	21	donor_id	6	0.08
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC3_11773	NA	NA	NA	NA	NA	NA	10	donor_id	9	0.00171493902439024
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC3_11773	NA	NA	NA	NA	NA	NA	17	donor_id	5	0.00561797752808989
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC3_11773	NA	NA	NA	NA	NA	NA	20	donor_id	2	0.00826446280991736
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC3_11773	NA	NA	NA	NA	NA	NA	4	donor_id	4	0.000343760742523204
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC3_11773	NA	NA	NA	NA	NA	NA	16	donor_id	3	0.00297324083250743
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC3_11773	NA	NA	NA	NA	NA	NA	18	donor_id	5	0.00902527075812274
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC3_11773	NA	NA	NA	NA	NA	NA	9	donor_id	1	0.000181192244971915
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC3_11773	NA	NA	NA	NA	NA	NA	15	donor_id	2	0.00138121546961326
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC3_11773	NA	NA	NA	NA	NA	NA	13	donor_id	1	0.00044762757385855
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	F	NA	NA	NA	NA	NA	NA	1	donor_id	1832	0.103409347482502
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	F	NA	NA	NA	NA	NA	NA	3	donor_id	1031	0.0752664622572638
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	F	NA	NA	NA	NA	NA	NA	4	donor_id	789	0.067806806462702
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	F	NA	NA	NA	NA	NA	NA	0	donor_id	2327	0.0539794474471688
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	F	NA	NA	NA	NA	NA	NA	5	donor_id	689	0.0711923951229593
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	F	NA	NA	NA	NA	NA	NA	6	donor_id	742	0.0801036381301954
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	F	NA	NA	NA	NA	NA	NA	8	donor_id	1208	0.152834008097166
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	F	NA	NA	NA	NA	NA	NA	7	donor_id	204	0.0239605355884426
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	F	NA	NA	NA	NA	NA	NA	2	donor_id	451	0.0266076696165192
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	F	NA	NA	NA	NA	NA	NA	9	donor_id	46	0.0083348432687081
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	F	NA	NA	NA	NA	NA	NA	11	donor_id	288	0.0580411124546554
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	F	NA	NA	NA	NA	NA	NA	12	donor_id	334	0.100119904076739
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	F	NA	NA	NA	NA	NA	NA	15	donor_id	74	0.0511049723756906
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	F	NA	NA	NA	NA	NA	NA	14	donor_id	32	0.0191731575793889
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	F	NA	NA	NA	NA	NA	NA	16	donor_id	100	0.0991080277502478
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	F	NA	NA	NA	NA	NA	NA	18	donor_id	4	0.0072202166064982
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	F	NA	NA	NA	NA	NA	NA	10	donor_id	23	0.00438262195121951
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	F	NA	NA	NA	NA	NA	NA	20	donor_id	5	0.0206611570247934
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	F	NA	NA	NA	NA	NA	NA	13	donor_id	2	0.000895255147717099
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	F	NA	NA	NA	NA	NA	NA	17	donor_id	1	0.00112359550561798
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B001	NA	NA	NA	NA	NA	NA	2	donor_id	1665	0.0982300884955752
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B001	NA	NA	NA	NA	NA	NA	10	donor_id	651	0.124047256097561
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B001	NA	NA	NA	NA	NA	NA	5	donor_id	672	0.069435833849969
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B001	NA	NA	NA	NA	NA	NA	9	donor_id	720	0.130458416379779
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B001	NA	NA	NA	NA	NA	NA	13	donor_id	305	0.136526410026858
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B001	NA	NA	NA	NA	NA	NA	0	donor_id	1492	0.0346099422394396
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B001	NA	NA	NA	NA	NA	NA	4	donor_id	727	0.0624785149535923
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B001	NA	NA	NA	NA	NA	NA	14	donor_id	240	0.143798681845416
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B001	NA	NA	NA	NA	NA	NA	3	donor_id	82	0.00598627536866696
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B001	NA	NA	NA	NA	NA	NA	1	donor_id	94	0.00530593813501919
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B001	NA	NA	NA	NA	NA	NA	7	donor_id	548	0.064364575992483
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B001	NA	NA	NA	NA	NA	NA	18	donor_id	46	0.0830324909747293
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B001	NA	NA	NA	NA	NA	NA	8	donor_id	8	0.00101214574898785
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B001	NA	NA	NA	NA	NA	NA	6	donor_id	75	0.00809672892151571
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B001	NA	NA	NA	NA	NA	NA	12	donor_id	121	0.0362709832134293
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B001	NA	NA	NA	NA	NA	NA	15	donor_id	5	0.00345303867403315
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B001	NA	NA	NA	NA	NA	NA	11	donor_id	32	0.00644901249496171
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B001	NA	NA	NA	NA	NA	NA	16	donor_id	9	0.0089197224975223
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B001	NA	NA	NA	NA	NA	NA	22	donor_id	5	0.15625
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B001	NA	NA	NA	NA	NA	NA	20	donor_id	1	0.00413223140495868
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B004	NA	NA	NA	NA	NA	NA	5	donor_id	833	0.0860715023765241
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B004	NA	NA	NA	NA	NA	NA	10	donor_id	955	0.181974085365854
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B004	NA	NA	NA	NA	NA	NA	4	donor_id	586	0.0503609487796494
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B004	NA	NA	NA	NA	NA	NA	0	donor_id	2035	0.0472059198775198
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B004	NA	NA	NA	NA	NA	NA	2	donor_id	2202	0.129911504424779
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B004	NA	NA	NA	NA	NA	NA	3	donor_id	406	0.0296393634107169
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B004	NA	NA	NA	NA	NA	NA	14	donor_id	217	0.130017974835231
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B004	NA	NA	NA	NA	NA	NA	6	donor_id	176	0.0190003238691569
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B004	NA	NA	NA	NA	NA	NA	7	donor_id	993	0.116631430584919
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B004	NA	NA	NA	NA	NA	NA	9	donor_id	885	0.160355136800145
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B004	NA	NA	NA	NA	NA	NA	13	donor_id	579	0.2591763652641
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B004	NA	NA	NA	NA	NA	NA	12	donor_id	218	0.065347721822542
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B004	NA	NA	NA	NA	NA	NA	11	donor_id	58	0.0116888351471181
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B004	NA	NA	NA	NA	NA	NA	1	donor_id	143	0.00807179950327388
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B004	NA	NA	NA	NA	NA	NA	18	donor_id	57	0.102888086642599
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B004	NA	NA	NA	NA	NA	NA	16	donor_id	30	0.0297324083250743
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B004	NA	NA	NA	NA	NA	NA	20	donor_id	6	0.0247933884297521
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B004	NA	NA	NA	NA	NA	NA	15	donor_id	28	0.0193370165745856
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B004	NA	NA	NA	NA	NA	NA	8	donor_id	22	0.0027834008097166
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B004	NA	NA	NA	NA	NA	NA	21	donor_id	14	0.186666666666667
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	B004	NA	NA	NA	NA	NA	NA	22	donor_id	12	0.375
