section	source_file	source_sha256	patient_id	slide_or_capture_id	overlay_width	overlay_height	frozen_crop_x	frozen_crop_y	frozen_crop_width	frozen_crop_height	colour_bbox_xmin	colour_bbox_xmax	colour_bbox_ymin	colour_bbox_ymax	pathology_colour_pixels	hires_width	hires_height	tissue_hires_scalef	spot_diameter_fullres	positions_total	positions_in_tissue	fullres_xmin	fullres_xmax	fullres_ymin	fullres_ymax	path	purpose	decision	reason	old_agreement	old_kappa	old_coordinate_A	old_coordinate_B	primary_failure_source	error_type	class_swap_evidence	background_unassigned_issue	m02_or_expression_used	recoverable	expected_kappa_impact	historical_stage10e_status_preserved	cohort	mapped_genes	canonical_genes	recomputed_sha256	expected_sha256	status	expression_values_opened	spot_spacing_overlay_px	pipeline_A_tissue_mask_dice	pipeline_B_tissue_mask_dice	pipeline_A_hausdorff_spot_diameters	pipeline_B_hausdorff_spot_diameters	pipeline_B_landmark_median_reprojection_spot_diameters	pipeline_B_landmark_p95_reprojection_spot_diameters	pipeline_B_LOLO_median_spot_diameters	A_B_median_coordinate_distance_spot_diameters	A_B_p95_coordinate_distance_spot_diameters	rotation_mirror_ambiguity_A	rotation_mirror_ambiguity_B	systematic_direction_conflict	relative_path	sha256_before	protection	input_type	sha256	expression_content	registration_pass	paired_minimum_spot_coverage	Adenoma_spots	Normal_spots	minimum_each	patient_decision	biological_inference_unit	agreement_scope	common_evaluable_spots	agreement	cohen_kappa	PABAK	Adenoma_Dice	Adenoma_IoU	Normal_Dice	Normal_IoU	pipeline_A_unassigned_fraction	pipeline_B_unassigned_fraction	consensus_unassigned_fraction	consensus_Adenoma_spots	consensus_Normal_spots	run_id	execution_backend	session_or_job_id	setup_git_commit	launch_command	expected_outputs	log_directory	status_check_command	failure_recovery_command	formal_run_limit	stage10f_started	timestamp_utc	python	platform	numpy	scipy	pillow	seed	test	pipeline_A_median_error_px	pipeline_B_median_error_px	real_M02_or_expression_accessed	pipeline	rotation_degrees	mirror	transform_family	m00	m01	tx	m10	m11	ty	geometric_objective	second_best_gap	nonlinear_used	selection_information
STAGE10E_R_INPUT_WHITELIST	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_INPUT_WHITELIST.tsv	24e7d8f9650de237925063c4e1b95c56c063cb51c3be6a82dd3985645c4c320f	case4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	${CRC_PROJECT_ROOT}/data_processed/stage10e/stage10e_20260801_010406/derived/Transverse_kyudai_Beppu_20211111/tissue_positions_list.csv	10x spot coordinates and tissue mask	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	positions_source	77b981ae25929bf24e463e9bec93c91adfa44d457d4ca363e3e6381106c70037	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_INPUT_WHITELIST	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_INPUT_WHITELIST.tsv	24e7d8f9650de237925063c4e1b95c56c063cb51c3be6a82dd3985645c4c320f	case4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	${CRC_PROJECT_ROOT}/data_processed/stage10e/stage10e_20260801_010406/derived/Transverse_kyudai_Beppu_20211111/scalefactors_json.json	10x coordinate scalefactors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	scalefactors_source	6cdd350c3d8a8d97546e47d6ae51f565f4c255ad11fff5962358e856948955c0	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_PATIENT_ELIGIBILITY	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_PATIENT_ELIGIBILITY.tsv	41628be12e550ffbce9be85ad0750463b812f029be527587f5ec664a840a897b	case1	Rectum_kyudai_Beppu_20200303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	495	58	30	FAIL_REGISTRATION	patient	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_PATIENT_ELIGIBILITY	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_PATIENT_ELIGIBILITY.tsv	41628be12e550ffbce9be85ad0750463b812f029be527587f5ec664a840a897b	case2	Ascending_kyudai_Beppu_20200430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	677	0	30	FAIL_REGISTRATION	patient	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_PATIENT_ELIGIBILITY	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_PATIENT_ELIGIBILITY.tsv	41628be12e550ffbce9be85ad0750463b812f029be527587f5ec664a840a897b	case3	Sigmoid_kyudai_Beppu_20210602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	TRUE	338	762	30	FAIL_REGISTRATION	patient	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_PATIENT_ELIGIBILITY	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_PATIENT_ELIGIBILITY.tsv	41628be12e550ffbce9be85ad0750463b812f029be527587f5ec664a840a897b	case4	Transverse_kyudai_Beppu_20211111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	1075	224	30	PASS	patient	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_ROI_AGREEMENT	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_ROI_AGREEMENT.tsv	33129538bc8a61f1ef7f564d581417be07317e17b63b142008a6ed4330e1abbd	case1	Rectum_kyudai_Beppu_20200303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	common_pathology_determinable_in_tissue_Normal_or_Adenoma	835	0.66227545	0.070493589	0.3245509	0.77830189	0.63706564	0.29145729	0.17058824	0.51086569	0.4474528	0.80299252	495	58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_ROI_AGREEMENT	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_ROI_AGREEMENT.tsv	33129538bc8a61f1ef7f564d581417be07317e17b63b142008a6ed4330e1abbd	case2	Ascending_kyudai_Beppu_20200430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	common_pathology_determinable_in_tissue_Normal_or_Adenoma	1174	0.57666099	-0.26839183	0.15332198	0.73149649	0.57666099	0	0	0.46590577	0.22505121	0.80187299	677	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_ROI_AGREEMENT	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_ROI_AGREEMENT.tsv	33129538bc8a61f1ef7f564d581417be07317e17b63b142008a6ed4330e1abbd	case3	Sigmoid_kyudai_Beppu_20210602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	common_pathology_determinable_in_tissue_Normal_or_Adenoma	1233	0.89213301	0.75630275	0.78426602	0.83559951	0.71762208	0.91973446	0.85139665	0.30324277	0.34837862	0.5179667	338	762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_ROI_AGREEMENT	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_ROI_AGREEMENT.tsv	33129538bc8a61f1ef7f564d581417be07317e17b63b142008a6ed4330e1abbd	case4	Transverse_kyudai_Beppu_20211111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	common_pathology_determinable_in_tissue_Normal_or_Adenoma	1357	0.95725866	0.85953033	0.91451732	0.97373188	0.94880847	0.88537549	0.79432624	0.58932838	0.58640828	0.65516326	1075	224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_RUN_MANIFEST	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_RUN_MANIFEST.tsv	880609df0eb3dd169f01cacad15dd8d6067f79f91d1a569613512c591980901f	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stage10e_r_20260801_085142	tmux	crc_stage10e_r_20260801_085142	e830e0b	bash scripts/10E_R_run_server.sh <PROJECT_ROOT> stage10e_r_20260801_085142	STAGE10E_R_TRANSFORM_PARAMETERS.tsv;STAGE10E_R_GEOMETRIC_QC.tsv;STAGE10E_R_ROI_AGREEMENT.tsv;STAGE10E_R_PATIENT_ELIGIBILITY.tsv;STAGE10E_R_ACCEPTANCE.md;STAGE10E_R_DECISION.md	logs/stage10e_roi_remediation/stage10e_r_20260801_085142	tmux has-session -t crc_stage10e_r_20260801_085142 2>/dev/null; ls status/STAGE10E_R.*	If status is FAILED, inspect formal.stderr.log and validator.stderr.log; only implementation-error repair is allowed and scientific rules/targets/thresholds must remain unchanged	one_formal_run_per_slide	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_RUNTIME	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_RUNTIME.tsv	44a2d67c0d6f9edb670c50a9730cf9643a569726a287d0b067f6a160cdf94750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stage10e_r_20260801_085142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2026-08-01T00:55:35.154244+00:00	3.10.12 (main, Jun 22 2026, 18:55:27) [GCC 11.4.0]	Linux-6.5.0-27-generic-x86_64-with-glibc2.35	1.21.5	1.8.0	9.0.1	20260731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_SMOKE_TEST	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_SMOKE_TEST.tsv	c2ee66239ffc757a535d1e92449013a416cc82f86bc170584bb3767a8be8c7df	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PASS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	synthetic_affine_registration	0.20063052	1.4611652	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_TRANSFORM_PARAMETERS	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_TRANSFORM_PARAMETERS.tsv	ca54424a0be29d3ff773e8a08e2e21b6f06147fc07221eb9c8757673f4671ca2	case1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stage10e_r_20260801_085142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A_contour_coordinate	0	TRUE	similarity	-0.095394651	0	200.00448	0	0.095394651	-6.3723988	0.88341804	6.9511303e-05	FALSE	geometry_only
STAGE10E_R_TRANSFORM_PARAMETERS	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_TRANSFORM_PARAMETERS.tsv	ca54424a0be29d3ff773e8a08e2e21b6f06147fc07221eb9c8757673f4671ca2	case1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stage10e_r_20260801_085142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B_morphology_landmark	0	FALSE	affine_landmarks	0.10851683	0.00021166198	-14.422337	-0.0070592336	0.10379727	-16.175243	6.7802471	6.4409058	FALSE	geometry_only
STAGE10E_R_TRANSFORM_PARAMETERS	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_TRANSFORM_PARAMETERS.tsv	ca54424a0be29d3ff773e8a08e2e21b6f06147fc07221eb9c8757673f4671ca2	case2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stage10e_r_20260801_085142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A_contour_coordinate	180	FALSE	similarity	-0.088593221	-1.084954e-17	178.91968	1.084954e-17	-0.088593221	152.01601	0.73401705	0.10656965	FALSE	geometry_only
STAGE10E_R_TRANSFORM_PARAMETERS	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_TRANSFORM_PARAMETERS.tsv	ca54424a0be29d3ff773e8a08e2e21b6f06147fc07221eb9c8757673f4671ca2	case2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stage10e_r_20260801_085142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B_morphology_landmark	0	FALSE	affine_landmarks	0.081494065	0.0058410985	-14.485517	0.0016779579	0.088615104	0.22159352	9.3477424	3.9675806	FALSE	geometry_only
STAGE10E_R_TRANSFORM_PARAMETERS	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_TRANSFORM_PARAMETERS.tsv	ca54424a0be29d3ff773e8a08e2e21b6f06147fc07221eb9c8757673f4671ca2	case3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stage10e_r_20260801_085142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A_contour_coordinate	0	FALSE	similarity	0.07207674	0	-11.769454	0	0.07207674	28.55145	0.93005917	0.0093980905	FALSE	geometry_only
STAGE10E_R_TRANSFORM_PARAMETERS	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_TRANSFORM_PARAMETERS.tsv	ca54424a0be29d3ff773e8a08e2e21b6f06147fc07221eb9c8757673f4671ca2	case3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stage10e_r_20260801_085142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B_morphology_landmark	0	FALSE	affine_landmarks	0.077931853	-0.0054410771	-5.4870017	0.00055422392	0.090883808	-0.46641625	7.58832	7.0885621	FALSE	geometry_only
STAGE10E_R_TRANSFORM_PARAMETERS	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_TRANSFORM_PARAMETERS.tsv	ca54424a0be29d3ff773e8a08e2e21b6f06147fc07221eb9c8757673f4671ca2	case4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stage10e_r_20260801_085142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A_contour_coordinate	0	FALSE	similarity	0.084342534	0	-34.338616	0	0.084342534	4.5843459	0.98639359	0.01407472	FALSE	geometry_only
STAGE10E_R_TRANSFORM_PARAMETERS	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_TRANSFORM_PARAMETERS.tsv	ca54424a0be29d3ff773e8a08e2e21b6f06147fc07221eb9c8757673f4671ca2	case4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stage10e_r_20260801_085142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B_morphology_landmark	0	FALSE	affine_landmarks	0.07690186	0.014107358	-43.56969	-0.0035221096	0.090503093	2.9641322	7.5275601	4.0643308	FALSE	geometry_only
