script_id	stage	analysis_role	original_path	release_path	original_sha256	release_sha256	direct_literal_inputs	stage_scoped_outputs	stage_scoped_figures	claim_ids	private_paths_sanitized_in_release_copy	mapping_basis
F0495	Stage9A	main_or_supporting	scripts/09A_install_r_packages.sh	scripts/09A_install_r_packages.sh	643ec0df9851cac8ba7352fdb7a236981ffbd3329c336f4af07f4f92c6cb1934	643ec0df9851cac8ba7352fdb7a236981ffbd3329c336f4af07f4f92c6cb1934	scripts/09A_install_r_packages.sh	figures_final/stage_9A_training_array_QC_outcome_blind.pdf;reports/stage_9A_acceptance_audit.md;reports/stage_9A_stool_feasibility.md;results_final/stage_9A_GSE99573_split_audit.tsv;results_final/stage_9A_independent_acceptance_checks.tsv;results_final/stage_9A_locked_gene_probe_mapping.tsv;results_final/stage_9A_locked_module_detectability_summary.tsv;results_final/stage_9A_locked_test_access_audit.tsv;results_final/stage_9A_software_versions.tsv;results_final/stage_9A_training_outlier_flags.tsv;results_final/stage_9A_training_sample_qc_metrics.tsv	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0496	Stage9A	main_or_supporting	scripts/09A_launch_server.sh	scripts/09A_launch_server.sh	840ff5a61f94c5f275c3a0b16c9b0eb5f292dde159bcfa5fe4950e8b3c57812f	017541f9f7be0c6256caefad6e8c31f062e8907e0546555f97b71c9eaeeac81b	scripts/09A_run_server.sh	figures_final/stage_9A_training_array_QC_outcome_blind.pdf;reports/stage_9A_acceptance_audit.md;reports/stage_9A_stool_feasibility.md;results_final/stage_9A_GSE99573_split_audit.tsv;results_final/stage_9A_independent_acceptance_checks.tsv;results_final/stage_9A_locked_gene_probe_mapping.tsv;results_final/stage_9A_locked_module_detectability_summary.tsv;results_final/stage_9A_locked_test_access_audit.tsv;results_final/stage_9A_software_versions.tsv;results_final/stage_9A_training_outlier_flags.tsv;results_final/stage_9A_training_sample_qc_metrics.tsv	NA	NA	TRUE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0497	Stage9A	sensitivity_or_validation	scripts/09A_prepare_split_audit.py	scripts/09A_prepare_split_audit.py	d2bef594de6693b178c57f5f464926922f8ea0c267e115489ad646701456f039	d2bef594de6693b178c57f5f464926922f8ea0c267e115489ad646701456f039	metadata/dataset_manifest.tsv;results/05B_full_qc_integration/validation_checks.tsv	figures_final/stage_9A_training_array_QC_outcome_blind.pdf;reports/stage_9A_acceptance_audit.md;reports/stage_9A_stool_feasibility.md;results_final/stage_9A_GSE99573_split_audit.tsv;results_final/stage_9A_independent_acceptance_checks.tsv;results_final/stage_9A_locked_gene_probe_mapping.tsv;results_final/stage_9A_locked_module_detectability_summary.tsv;results_final/stage_9A_locked_test_access_audit.tsv;results_final/stage_9A_software_versions.tsv;results_final/stage_9A_training_outlier_flags.tsv;results_final/stage_9A_training_sample_qc_metrics.tsv	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0498	Stage9A	main_or_supporting	scripts/09A_resume_after_thread_fix.sh	scripts/09A_resume_after_thread_fix.sh	fe20ee94cb0d242e34d6c26507b84964e382c02fd7e21a582b056fdbf6efc09a	630be37fa67e10301320f64ae960f812e5250b1cbf87ec3831c65cc0c4126516	reports/stage_9A_stool_feasibility.md;scripts/09A_finalize_report.R;scripts/09A_install_r_packages.sh;scripts/09A_stool_feasibility.R	figures_final/stage_9A_training_array_QC_outcome_blind.pdf;reports/stage_9A_acceptance_audit.md;reports/stage_9A_stool_feasibility.md;results_final/stage_9A_GSE99573_split_audit.tsv;results_final/stage_9A_independent_acceptance_checks.tsv;results_final/stage_9A_locked_gene_probe_mapping.tsv;results_final/stage_9A_locked_module_detectability_summary.tsv;results_final/stage_9A_locked_test_access_audit.tsv;results_final/stage_9A_software_versions.tsv;results_final/stage_9A_training_outlier_flags.tsv;results_final/stage_9A_training_sample_qc_metrics.tsv	NA	NA	TRUE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0499	Stage9A	main_or_supporting	scripts/09A_run_server.sh	scripts/09A_run_server.sh	3992dc6b6a90ba0302fa0cad6401ca10471d8dacedaf1296452523cd206e7aff	23349c33e101dfa1c6a94dc2bad080c3e88cd6adbb59d13b61b3a8c363218963	AGENTS.md;protocol/analysis_protocol_v1.md;protocol/stool_model_protocol.md;reports/stage_4A_metadata_audit.md;reports/stage_8B_bulk_validation.md;reports/stage_9A_stool_feasibility.md;scripts/09A_finalize_report.R;scripts/09A_install_r_packages.sh;scripts/09A_prepare_split_audit.py;scripts/09A_stool_feasibility.R	figures_final/stage_9A_training_array_QC_outcome_blind.pdf;reports/stage_9A_acceptance_audit.md;reports/stage_9A_stool_feasibility.md;results_final/stage_9A_GSE99573_split_audit.tsv;results_final/stage_9A_independent_acceptance_checks.tsv;results_final/stage_9A_locked_gene_probe_mapping.tsv;results_final/stage_9A_locked_module_detectability_summary.tsv;results_final/stage_9A_locked_test_access_audit.tsv;results_final/stage_9A_software_versions.tsv;results_final/stage_9A_training_outlier_flags.tsv;results_final/stage_9A_training_sample_qc_metrics.tsv	NA	NA	TRUE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0500	Stage9A	main_or_supporting	scripts/09A_stool_feasibility.R	scripts/09A_stool_feasibility.R	f7ad2e7f7750fc127180ef83d048c5c5cde3427895ff156f980ae22381aa3129	f7ad2e7f7750fc127180ef83d048c5c5cde3427895ff156f980ae22381aa3129	results/05B_full_qc_integration/validation_checks.tsv;results_final/stage_6A_exploratory_candidate_modules.tsv;results_final/stage_6A_stage_blind_module_membership.tsv;scripts/09A_stool_feasibility.R	figures_final/stage_9A_training_array_QC_outcome_blind.pdf;reports/stage_9A_acceptance_audit.md;reports/stage_9A_stool_feasibility.md;results_final/stage_9A_GSE99573_split_audit.tsv;results_final/stage_9A_independent_acceptance_checks.tsv;results_final/stage_9A_locked_gene_probe_mapping.tsv;results_final/stage_9A_locked_module_detectability_summary.tsv;results_final/stage_9A_locked_test_access_audit.tsv;results_final/stage_9A_software_versions.tsv;results_final/stage_9A_training_outlier_flags.tsv;results_final/stage_9A_training_sample_qc_metrics.tsv	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0501	Stage9B	main_or_supporting	scripts/09B_finalize_report.R	scripts/09B_finalize_report.R	cccb1215182be34dc75e9c4cf182dd6835c837795b8715e88fcfec362a05d3c1	cccb1215182be34dc75e9c4cf182dd6835c837795b8715e88fcfec362a05d3c1	reports/stage_9B_acceptance_audit.md;reports/stage_9B_model_training.md;results/05B_full_qc_integration/validation_checks.tsv;results_final/stage_9B_validation_checks.tsv;scripts/09B_finalize_report.R	reports/stage_9B_acceptance_audit.md;reports/stage_9B_model_training.md;results_final/stage_9B_calibration_plot_source_data.tsv;results_final/stage_9B_fold_assignments.tsv;results_final/stage_9B_independent_acceptance_checks.tsv;results_final/stage_9B_locked_feature_manifest.tsv;results_final/stage_9B_locked_model_coefficients.tsv;results_final/stage_9B_locked_stool_model.sha256;results_final/stage_9B_metric_estimability_audit.tsv;results_final/stage_9B_model_lock_manifest.tsv;results_final/stage_9B_model_lock_summary.tsv;results_final/stage_9B_nested_cv_performance.tsv;results_final/stage_9B_nested_cv_predictions_training_only.tsv;results_final/stage_9B_outer_fold_model_summary.tsv;results_final/stage_9B_software_versions.tsv;results_final/stage_9B_validation_checks.tsv	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0502	Stage9B	main_or_supporting	scripts/09B_independent_acceptance.R	scripts/09B_independent_acceptance.R	1a0bdfc6033c1712f422eadf3978bfe5f466cbd78096157f58c77cf3c084b5a9	1a0bdfc6033c1712f422eadf3978bfe5f466cbd78096157f58c77cf3c084b5a9	metadata/dataset_manifest.tsv;reports/stage_9B_model_training.md;results/05B_full_qc_integration/validation_checks.tsv;results_final/stage_9B_independent_acceptance_checks.tsv;results_final/stage_9B_validation_checks.tsv;scripts/09B_independent_acceptance.R	reports/stage_9B_acceptance_audit.md;reports/stage_9B_model_training.md;results_final/stage_9B_calibration_plot_source_data.tsv;results_final/stage_9B_fold_assignments.tsv;results_final/stage_9B_independent_acceptance_checks.tsv;results_final/stage_9B_locked_feature_manifest.tsv;results_final/stage_9B_locked_model_coefficients.tsv;results_final/stage_9B_locked_stool_model.sha256;results_final/stage_9B_metric_estimability_audit.tsv;results_final/stage_9B_model_lock_manifest.tsv;results_final/stage_9B_model_lock_summary.tsv;results_final/stage_9B_nested_cv_performance.tsv;results_final/stage_9B_nested_cv_predictions_training_only.tsv;results_final/stage_9B_outer_fold_model_summary.tsv;results_final/stage_9B_software_versions.tsv;results_final/stage_9B_validation_checks.tsv	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0503	Stage9B	main_or_supporting	scripts/09B_launch_server.sh	scripts/09B_launch_server.sh	46fc5974f74ce21538da9240bfe4cd782656e06610edc811c4a7c8c622f8355c	acc69ebb18cbaf2e798e1775f68908a178e55d0992f22bd156bee58792218e85	scripts/09B_launch_server.sh;scripts/09B_run_server.sh	reports/stage_9B_acceptance_audit.md;reports/stage_9B_model_training.md;results_final/stage_9B_calibration_plot_source_data.tsv;results_final/stage_9B_fold_assignments.tsv;results_final/stage_9B_independent_acceptance_checks.tsv;results_final/stage_9B_locked_feature_manifest.tsv;results_final/stage_9B_locked_model_coefficients.tsv;results_final/stage_9B_locked_stool_model.sha256;results_final/stage_9B_metric_estimability_audit.tsv;results_final/stage_9B_model_lock_manifest.tsv;results_final/stage_9B_model_lock_summary.tsv;results_final/stage_9B_nested_cv_performance.tsv;results_final/stage_9B_nested_cv_predictions_training_only.tsv;results_final/stage_9B_outer_fold_model_summary.tsv;results_final/stage_9B_software_versions.tsv;results_final/stage_9B_validation_checks.tsv	NA	NA	TRUE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0504	Stage9B	sensitivity_or_validation	scripts/09B_resume_validation_report.sh	scripts/09B_resume_validation_report.sh	28364dcce3ad34c77e15cf0c00a6dbc2b8ce572deaa3c0b12603109484d83e2a	a6007e2c01c9e5eed8001c8f9873d365c80e6f62b4101108f6023c18a6b5bbc3	reports/stage_9B_model_training.md;scripts/09B_finalize_report.R;scripts/09B_validate_locked_model.R	reports/stage_9B_acceptance_audit.md;reports/stage_9B_model_training.md;results_final/stage_9B_calibration_plot_source_data.tsv;results_final/stage_9B_fold_assignments.tsv;results_final/stage_9B_independent_acceptance_checks.tsv;results_final/stage_9B_locked_feature_manifest.tsv;results_final/stage_9B_locked_model_coefficients.tsv;results_final/stage_9B_locked_stool_model.sha256;results_final/stage_9B_metric_estimability_audit.tsv;results_final/stage_9B_model_lock_manifest.tsv;results_final/stage_9B_model_lock_summary.tsv;results_final/stage_9B_nested_cv_performance.tsv;results_final/stage_9B_nested_cv_predictions_training_only.tsv;results_final/stage_9B_outer_fold_model_summary.tsv;results_final/stage_9B_software_versions.tsv;results_final/stage_9B_validation_checks.tsv	NA	NA	TRUE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0505	Stage9B	main_or_supporting	scripts/09B_run_server.sh	scripts/09B_run_server.sh	ed57a796fb9776760d0fa80cadd6bb292a5d965534933388866b88d831a410a0	d2be08335d343cb6f44adc13538c8a5d1618fc2170ba74cbde070f3c1146dfda	AGENTS.md;metadata/dataset_manifest.tsv;protocol/stool_model_protocol.md;protocol/stool_model_training_lock_plan.md;reports/stage_9A_acceptance_audit.md;reports/stage_9A_stool_feasibility.md;reports/stage_9B_model_training.md;scripts/09B_finalize_report.R;scripts/09B_train_lock_model.R;scripts/09B_validate_locked_model.R	reports/stage_9B_acceptance_audit.md;reports/stage_9B_model_training.md;results_final/stage_9B_calibration_plot_source_data.tsv;results_final/stage_9B_fold_assignments.tsv;results_final/stage_9B_independent_acceptance_checks.tsv;results_final/stage_9B_locked_feature_manifest.tsv;results_final/stage_9B_locked_model_coefficients.tsv;results_final/stage_9B_locked_stool_model.sha256;results_final/stage_9B_metric_estimability_audit.tsv;results_final/stage_9B_model_lock_manifest.tsv;results_final/stage_9B_model_lock_summary.tsv;results_final/stage_9B_nested_cv_performance.tsv;results_final/stage_9B_nested_cv_predictions_training_only.tsv;results_final/stage_9B_outer_fold_model_summary.tsv;results_final/stage_9B_software_versions.tsv;results_final/stage_9B_validation_checks.tsv	NA	NA	TRUE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0506	Stage9B	main_or_supporting	scripts/09B_train_lock_model.R	scripts/09B_train_lock_model.R	61642475b5942ddd48205623b39904f4f91ac76cae8ed26d478d33e70e48383b	61642475b5942ddd48205623b39904f4f91ac76cae8ed26d478d33e70e48383b	metadata/dataset_manifest.tsv;results_final/stage_6A_exploratory_candidate_modules.tsv;results_final/stage_6A_stage_blind_module_membership.tsv;results_final/stage_9A_locked_gene_probe_mapping.tsv;results_final/stage_9A_training_sample_qc_metrics.tsv;scripts/09B_train_lock_model.R	reports/stage_9B_acceptance_audit.md;reports/stage_9B_model_training.md;results_final/stage_9B_calibration_plot_source_data.tsv;results_final/stage_9B_fold_assignments.tsv;results_final/stage_9B_independent_acceptance_checks.tsv;results_final/stage_9B_locked_feature_manifest.tsv;results_final/stage_9B_locked_model_coefficients.tsv;results_final/stage_9B_locked_stool_model.sha256;results_final/stage_9B_metric_estimability_audit.tsv;results_final/stage_9B_model_lock_manifest.tsv;results_final/stage_9B_model_lock_summary.tsv;results_final/stage_9B_nested_cv_performance.tsv;results_final/stage_9B_nested_cv_predictions_training_only.tsv;results_final/stage_9B_outer_fold_model_summary.tsv;results_final/stage_9B_software_versions.tsv;results_final/stage_9B_validation_checks.tsv	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0507	Stage9B	sensitivity_or_validation	scripts/09B_validate_locked_model.R	scripts/09B_validate_locked_model.R	b5171d678455c923b2209a5baf3310903b151620ee1ac69e45b8be330675a888	b5171d678455c923b2209a5baf3310903b151620ee1ac69e45b8be330675a888	metadata/dataset_manifest.tsv;results/05B_full_qc_integration/validation_checks.tsv;results_final/stage_9B_validation_checks.tsv;scripts/09B_validate_locked_model.R	reports/stage_9B_acceptance_audit.md;reports/stage_9B_model_training.md;results_final/stage_9B_calibration_plot_source_data.tsv;results_final/stage_9B_fold_assignments.tsv;results_final/stage_9B_independent_acceptance_checks.tsv;results_final/stage_9B_locked_feature_manifest.tsv;results_final/stage_9B_locked_model_coefficients.tsv;results_final/stage_9B_locked_stool_model.sha256;results_final/stage_9B_metric_estimability_audit.tsv;results_final/stage_9B_model_lock_manifest.tsv;results_final/stage_9B_model_lock_summary.tsv;results_final/stage_9B_nested_cv_performance.tsv;results_final/stage_9B_nested_cv_predictions_training_only.tsv;results_final/stage_9B_outer_fold_model_summary.tsv;results_final/stage_9B_software_versions.tsv;results_final/stage_9B_validation_checks.tsv	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0508	Stage9C	main_or_supporting	scripts/09C_finalize_report.R	scripts/09C_finalize_report.R	6a81e70dca669c09e3130ede46d334bae08e9dc15af168d22677732cd90d1da1	6a81e70dca669c09e3130ede46d334bae08e9dc15af168d22677732cd90d1da1	reports/stage_9C_external_test.md;results/05B_full_qc_integration/validation_checks.tsv;results_final/stage_9C_provenance.tsv;results_final/stage_9C_validation_checks.tsv;scripts/09C_finalize_report.R	config/stage_9C_lock_verification.tsv;figures_final/stage_9C_stool_test_ROC.pdf;figures_final/stage_9C_stool_test_ROC.png;figures_final/stage_9C_stool_test_calibration.pdf;figures_final/stage_9C_stool_test_calibration.png;reports/stage_9C_acceptance_audit.md;reports/stage_9C_external_test.md;results_final/stage_9C_ROC_source_data.tsv;results_final/stage_9C_analysis_outputs.md;results_final/stage_9C_calibration_source_data.tsv;results_final/stage_9C_clinical_baseline_comparison.tsv;results_final/stage_9C_fixed_specificity_results.tsv;results_final/stage_9C_independent_acceptance_checks.tsv;results_final/stage_9C_independent_metric_recalculation.tsv;results_final/stage_9C_provenance.tsv;results_final/stage_9C_software_versions.tsv;results_final/stage_9C_stool_test_predictions_source_data.tsv;results_final/stage_9C_stool_test_results.tsv;results_final/stage_9C_test_access_transition.tsv;results_final/stage_9C_test_feature_reconstruction_audit.tsv;results_final/stage_9C_test_sample_qc_metrics.tsv;results_final/stage_9C_validation_checks.tsv	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0509	Stage9C	main_or_supporting	scripts/09C_independent_acceptance.R	scripts/09C_independent_acceptance.R	8b6477444bb0d89ce2370e7d10a0eed183263d6cb6038a05489d68e5f1d86f88	8b6477444bb0d89ce2370e7d10a0eed183263d6cb6038a05489d68e5f1d86f88	metadata/dataset_manifest.tsv;reports/stage_9C_external_test.md;results/05B_full_qc_integration/validation_checks.tsv;results_final/stage_9C_independent_acceptance_checks.tsv;results_final/stage_9C_independent_metric_recalculation.tsv;results_final/stage_9C_provenance.tsv;results_final/stage_9C_validation_checks.tsv;scripts/09C_independent_acceptance.R	config/stage_9C_lock_verification.tsv;figures_final/stage_9C_stool_test_ROC.pdf;figures_final/stage_9C_stool_test_ROC.png;figures_final/stage_9C_stool_test_calibration.pdf;figures_final/stage_9C_stool_test_calibration.png;reports/stage_9C_acceptance_audit.md;reports/stage_9C_external_test.md;results_final/stage_9C_ROC_source_data.tsv;results_final/stage_9C_analysis_outputs.md;results_final/stage_9C_calibration_source_data.tsv;results_final/stage_9C_clinical_baseline_comparison.tsv;results_final/stage_9C_fixed_specificity_results.tsv;results_final/stage_9C_independent_acceptance_checks.tsv;results_final/stage_9C_independent_metric_recalculation.tsv;results_final/stage_9C_provenance.tsv;results_final/stage_9C_software_versions.tsv;results_final/stage_9C_stool_test_predictions_source_data.tsv;results_final/stage_9C_stool_test_results.tsv;results_final/stage_9C_test_access_transition.tsv;results_final/stage_9C_test_feature_reconstruction_audit.tsv;results_final/stage_9C_test_sample_qc_metrics.tsv;results_final/stage_9C_validation_checks.tsv	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0510	Stage9C	main_or_supporting	scripts/09C_launch_server.sh	scripts/09C_launch_server.sh	7adcd6e760cd51d63bfa46675f08f595934271dcec218c491b10251afdf19070	dbb40314af101c911a92752008f4aeee3a1ddd39852b2594446984a48f2d3024	scripts/09C_run_server.sh	config/stage_9C_lock_verification.tsv;figures_final/stage_9C_stool_test_ROC.pdf;figures_final/stage_9C_stool_test_ROC.png;figures_final/stage_9C_stool_test_calibration.pdf;figures_final/stage_9C_stool_test_calibration.png;reports/stage_9C_acceptance_audit.md;reports/stage_9C_external_test.md;results_final/stage_9C_ROC_source_data.tsv;results_final/stage_9C_analysis_outputs.md;results_final/stage_9C_calibration_source_data.tsv;results_final/stage_9C_clinical_baseline_comparison.tsv;results_final/stage_9C_fixed_specificity_results.tsv;results_final/stage_9C_independent_acceptance_checks.tsv;results_final/stage_9C_independent_metric_recalculation.tsv;results_final/stage_9C_provenance.tsv;results_final/stage_9C_software_versions.tsv;results_final/stage_9C_stool_test_predictions_source_data.tsv;results_final/stage_9C_stool_test_results.tsv;results_final/stage_9C_test_access_transition.tsv;results_final/stage_9C_test_feature_reconstruction_audit.tsv;results_final/stage_9C_test_sample_qc_metrics.tsv;results_final/stage_9C_validation_checks.tsv	NA	NA	TRUE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0511	Stage9C	main_or_supporting	scripts/09C_render_figures.R	scripts/09C_render_figures.R	7cfc491ebab78ec6f293aaf312cd6c6a826296645f48164319e1aa335d4afd8a	7cfc491ebab78ec6f293aaf312cd6c6a826296645f48164319e1aa335d4afd8a	scripts/09C_render_figures.R	config/stage_9C_lock_verification.tsv;figures_final/stage_9C_stool_test_ROC.pdf;figures_final/stage_9C_stool_test_ROC.png;figures_final/stage_9C_stool_test_calibration.pdf;figures_final/stage_9C_stool_test_calibration.png;reports/stage_9C_acceptance_audit.md;reports/stage_9C_external_test.md;results_final/stage_9C_ROC_source_data.tsv;results_final/stage_9C_analysis_outputs.md;results_final/stage_9C_calibration_source_data.tsv;results_final/stage_9C_clinical_baseline_comparison.tsv;results_final/stage_9C_fixed_specificity_results.tsv;results_final/stage_9C_independent_acceptance_checks.tsv;results_final/stage_9C_independent_metric_recalculation.tsv;results_final/stage_9C_provenance.tsv;results_final/stage_9C_software_versions.tsv;results_final/stage_9C_stool_test_predictions_source_data.tsv;results_final/stage_9C_stool_test_results.tsv;results_final/stage_9C_test_access_transition.tsv;results_final/stage_9C_test_feature_reconstruction_audit.tsv;results_final/stage_9C_test_sample_qc_metrics.tsv;results_final/stage_9C_validation_checks.tsv	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0512	Stage9C	main_or_supporting	scripts/09C_run_server.sh	scripts/09C_run_server.sh	022f6fa69dce6f840803f462b15d7f0fe120cdbb3bde6e747dd4ed5a0e011231	c9c20aba5bf723fc9cf8c8f38d5dc5760908779b0304409480210c7c0671a34a	AGENTS.md;config/stage_9C_lock_verification.tsv;config/stool_test_operating_points.tsv;protocol/stool_model_test_once_plan.md;reports/stage_9C_external_test.md;results_final/stage_9A_locked_test_access_audit.tsv;scripts/09C_finalize_report.R;scripts/09C_test_once.R;scripts/09C_validate_outputs.R	config/stage_9C_lock_verification.tsv;figures_final/stage_9C_stool_test_ROC.pdf;figures_final/stage_9C_stool_test_ROC.png;figures_final/stage_9C_stool_test_calibration.pdf;figures_final/stage_9C_stool_test_calibration.png;reports/stage_9C_acceptance_audit.md;reports/stage_9C_external_test.md;results_final/stage_9C_ROC_source_data.tsv;results_final/stage_9C_analysis_outputs.md;results_final/stage_9C_calibration_source_data.tsv;results_final/stage_9C_clinical_baseline_comparison.tsv;results_final/stage_9C_fixed_specificity_results.tsv;results_final/stage_9C_independent_acceptance_checks.tsv;results_final/stage_9C_independent_metric_recalculation.tsv;results_final/stage_9C_provenance.tsv;results_final/stage_9C_software_versions.tsv;results_final/stage_9C_stool_test_predictions_source_data.tsv;results_final/stage_9C_stool_test_results.tsv;results_final/stage_9C_test_access_transition.tsv;results_final/stage_9C_test_feature_reconstruction_audit.tsv;results_final/stage_9C_test_sample_qc_metrics.tsv;results_final/stage_9C_validation_checks.tsv	NA	NA	TRUE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0513	Stage9C	main_or_supporting	scripts/09C_test_once.R	scripts/09C_test_once.R	829af30608425343d4cd69e4b09a64ff680f01325fb1d7a6f822d5265681f206	829af30608425343d4cd69e4b09a64ff680f01325fb1d7a6f822d5265681f206	config/stage_9C_lock_verification.tsv;config/stool_test_operating_points.tsv;metadata/dataset_manifest.tsv;results_final/stage_9C_provenance.tsv;scripts/09C_test_once.R	config/stage_9C_lock_verification.tsv;figures_final/stage_9C_stool_test_ROC.pdf;figures_final/stage_9C_stool_test_ROC.png;figures_final/stage_9C_stool_test_calibration.pdf;figures_final/stage_9C_stool_test_calibration.png;reports/stage_9C_acceptance_audit.md;reports/stage_9C_external_test.md;results_final/stage_9C_ROC_source_data.tsv;results_final/stage_9C_analysis_outputs.md;results_final/stage_9C_calibration_source_data.tsv;results_final/stage_9C_clinical_baseline_comparison.tsv;results_final/stage_9C_fixed_specificity_results.tsv;results_final/stage_9C_independent_acceptance_checks.tsv;results_final/stage_9C_independent_metric_recalculation.tsv;results_final/stage_9C_provenance.tsv;results_final/stage_9C_software_versions.tsv;results_final/stage_9C_stool_test_predictions_source_data.tsv;results_final/stage_9C_stool_test_results.tsv;results_final/stage_9C_test_access_transition.tsv;results_final/stage_9C_test_feature_reconstruction_audit.tsv;results_final/stage_9C_test_sample_qc_metrics.tsv;results_final/stage_9C_validation_checks.tsv	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0514	Stage9C	sensitivity_or_validation	scripts/09C_validate_outputs.R	scripts/09C_validate_outputs.R	4b49d0c8c2df398303f0fec5aeec70dc3d254154498ce3f2b5c9d894a6cd3117	4b49d0c8c2df398303f0fec5aeec70dc3d254154498ce3f2b5c9d894a6cd3117	config/stage_9C_lock_verification.tsv;config/stool_test_operating_points.tsv;metadata/dataset_manifest.tsv;results/05B_full_qc_integration/validation_checks.tsv;results_final/stage_9C_provenance.tsv;results_final/stage_9C_validation_checks.tsv;scripts/09C_validate_outputs.R	config/stage_9C_lock_verification.tsv;figures_final/stage_9C_stool_test_ROC.pdf;figures_final/stage_9C_stool_test_ROC.png;figures_final/stage_9C_stool_test_calibration.pdf;figures_final/stage_9C_stool_test_calibration.png;reports/stage_9C_acceptance_audit.md;reports/stage_9C_external_test.md;results_final/stage_9C_ROC_source_data.tsv;results_final/stage_9C_analysis_outputs.md;results_final/stage_9C_calibration_source_data.tsv;results_final/stage_9C_clinical_baseline_comparison.tsv;results_final/stage_9C_fixed_specificity_results.tsv;results_final/stage_9C_independent_acceptance_checks.tsv;results_final/stage_9C_independent_metric_recalculation.tsv;results_final/stage_9C_provenance.tsv;results_final/stage_9C_software_versions.tsv;results_final/stage_9C_stool_test_predictions_source_data.tsv;results_final/stage_9C_stool_test_results.tsv;results_final/stage_9C_test_access_transition.tsv;results_final/stage_9C_test_feature_reconstruction_audit.tsv;results_final/stage_9C_test_sample_qc_metrics.tsv;results_final/stage_9C_validation_checks.tsv	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
